code,fiscal_year,op_income,depr,amort,cfo,capex,st_debt,lt_debt,bond,cash,EBITDA,net_debt,FCF
050890,2023,40881471295.0,5859528892.0,4263351152.0,54821123399.0,4620411934.0,78676602848.0,25600000000.0,0.0,72108524964.0,51004351339.0,32168077884.0,50200711465.0
050890,2024,46231742841.0,6087168886.0,2849166216.0,56907888035.0,6576551566.0,99104010728.0,22000000000.0,,100623827076.0,55168077943.0,20480183652.0,50331336469.0
050890,2025,33282673656.0,7010733973.0,969398624.0,22837487502.0,6576042560.0,99023500000.0,0.0,0.0,100623827076.0,41262806253.0,-1600327076.0,16261444942.0
001270,2023,69108709126.0,,,,764038625.0,,,10444920678348.0,198540252790.0,69108709126.0,10246380425558.0,
001270,2024,36674404410.0,,,,1697266910.0,,,11781000000000.0,174382310647.0,36674404410.0,11606617689353.0,
001270,2025,56777193314.0,,,,1353587400.0,,,13151100000000.0,204775556548.0,56777193314.0,12946324443452.0,
037460,2020,48076868860.0,,,17110882268.0,3677345653.0,83661173679.0,30200000000.0,21323204862.0,65448927374.0,48076868860.0,69735451167.0,13433536615.0
037460,2021,93143552951.0,,,195828525274.0,4349322220.0,524654936937.0,30250000000.0,21575974490.0,76485252625.0,93143552951.0,499995658802.0,191479203054.0
037460,2022,88492683439.0,,,29505883302.0,34426401203.0,715595065729.0,8240000000.0,0.0,76485252625.0,88492683439.0,647349813104.0,-4920517901.0
037460,2023,78343445249.0,,,184508891719.0,13847034934.0,880031574803.0,2910000000.0,0.0,137112208976.0,78343445249.0,745829365827.0,170661856785.0
037460,2024,115613198250.0,,,-109951615123.0,11859389343.0,1413158586227.0,30300000000.0,,158761716754.0,115613198250.0,1284696869473.0,-121811004466.0
037460,2025,162447915281.0,,,-140763325922.0,17452728208.0,2669043704637.0,3700000000.0,,159266738331.0,162447915281.0,2513476966306.0,-158216054130.0
251970,2020,27394231939.0,,,974617807.0,20651499696.0,15375328119.0,7510550000.0,0.0,14659892632.0,27394231939.0,8225985487.0,-19676881889.0
251970,2021,26100525245.0,,,24057382919.0,27247123820.0,18488134777.0,7510550000.0,0.0,17526377292.0,26100525245.0,8472307485.0,-3189740901.0
251970,2022,26480434041.0,,,29420911113.0,8255233898.0,16448091419.0,3742200000.0,,25947826767.0,26480434041.0,-5757535348.0,21165677215.0
251970,2023,35288650804.0,,,38515831176.0,28121772398.0,17939554669.0,3183950000.0,,26334386481.0,35288650804.0,-5210881812.0,10394058778.0
251970,2024,48396996504.0,,,58185434767.0,48871501067.0,21402328093.0,7105400000.0,7105400000.0,32426727082.0,48396996504.0,3186401011.0,9313933700.0
251970,2025,,,,61175929674.0,47667969444.0,29278370740.0,18066150000.0,,43866593506.0,,3477927234.0,13507960230.0
067160,2020,50413528348.0,,,72316360603.0,19303213744.0,1900000000.0,8100000000.0,0.0,66012081825.0,50413528348.0,-56012081825.0,53013146859.0
067160,2021,88822009755.0,,,133463743907.0,9416777710.0,1900000000.0,8100000000.0,0.0,75103091970.0,88822009755.0,-65103091970.0,124046966197.0
067160,2022,82418820782.0,,,100910110641.0,14570693544.0,1100000000.0,8100000000.0,,76594653138.0,82418820782.0,-67394653138.0,86339417097.0
067160,2023,90309374651.0,,,119711252945.0,8755665669.0,1539288745.0,4435534000.0,,136289810003.0,90309374651.0,-130314987258.0,110955587276.0
067160,2024,113506476450.0,,,157459816632.0,13255865290.0,2456095040.0,4098240000.0,,224032646581.0,113506476450.0,-217478311541.0,144203951342.0
007700,2020,122578985908.0,,,154603146149.0,19898918133.0,64608207868.0,,,75357478819.0,122578985908.0,-10749270951.0,134704228016.0
007700,2021,1851316426052.0,,,279947856820.0,10976912439.0,489854037868.0,0.0,,126184257630.0,1851316426052.0,363669780238.0,268970944381.0
007700,2022,486231560356.0,,,332603290838.0,19320984721.0,325930930000.0,295000000.0,,146749261414.0,486231560356.0,179476668586.0,313282306117.0
007700,2023,514391689043.0,,,467892675315.0,24666454042.0,352621261000.0,295000000.0,,278014355542.0,514391689043.0,74901905458.0,443226221273.0
007700,2024,446206786408.0,,,402151665279.0,435302550157.0,343811050000.0,225000000.0,,278014355542.0,446206786408.0,66021694458.0,-33150884878.0
007700,2025,508229963654.0,,,361624481606.0,24011248184.0,499818594638.0,0.0,,396945725149.0,508229963654.0,102872869489.0,337613233422.0
090460,2020,34045702993.0,32149133736.0,272847235.0,20239508952.0,56706849498.0,124987511440.0,7095077920.0,10281381462.0,64024633880.0,66467683964.0,78339336942.0,-36467340546.0
090460,2021,71085420062.0,34729100923.0,201960401.0,33141443920.0,41241393421.0,170604124034.0,5485838250.0,10080719344.0,98145643736.0,106016481386.0,88025037892.0,-8099949501.0
090460,2022,131267542314.0,42171992818.0,1888216671.0,197377693683.0,66494498074.0,172304604003.0,277986000.0,0.0,98145643736.0,175327751803.0,74436946267.0,130883195609.0
090460,2023,84792055684.0,,,90466411730.0,64791134167.0,97563173668.0,833958000.0,0.0,138587141332.0,84792055684.0,-40190009664.0,25675277563.0
090460,2024,87053422982.0,,,186535434732.0,77317326351.0,72660409808.0,84920000000.0,157830261156.0,227460082700.0,87053422982.0,87950588264.0,109218108381.0
090460,2025,53978420775.0,,,159158062222.0,107983225841.0,,105047376639.0,144270465224.0,287959792602.0,53978420775.0,-38641950739.0,51174836381.0
044490,2020,1294023287.0,30396871518.0,154612664.0,40422603805.0,8829899946.0,44695000000.0,190000000000.0,,45481847501.0,31845507469.0,189213152499.0,31592703859.0
044490,2021,5077214615.0,18861601570.0,,27844189179.0,3693041688.0,40000000000.0,150000000000.0,,45481847501.0,23938816185.0,144518152499.0,24151147491.0
044490,2022,2928441656.0,19325298091.0,,9177549409.0,4592909411.0,19420286428.0,140000000000.0,,36098349561.0,22253739747.0,123321936867.0,4584639998.0
044490,2023,39527227608.0,19800581040.0,,19939121257.0,8523393073.0,32580000000.0,104000000000.0,,36098349561.0,59327808648.0,100481650439.0,11415728184.0
044490,2024,22816156423.0,19651185434.0,,66693005456.0,23421767623.0,25000000000.0,65000000000.0,,26035588379.0,42467341857.0,63964411621.0,43271237833.0
044490,2025,5022271541.0,19487335620.0,,27815069635.0,23118355321.0,78000000000.0,10000000000.0,,22675929573.0,24509607161.0,65324070427.0,4696714314.0
003300,2020,157057559689.0,,,250723614636.0,70088050724.0,84219051985.0,513019728053.0,513019728053.0,234105902981.0,157057559689.0,876152605110.0,180635563912.0
003300,2021,130788787439.0,,,140160075242.0,69101802508.0,68021816019.0,423583875539.0,423583875539.0,122424889174.0,130788787439.0,792764677923.0,71058272734.0
003300,2022,132506014100.0,,,225994488.0,125424229075.0,178840934922.0,293265533175.0,293265533175.0,298347729332.0,132506014100.0,467024271940.0,-125198234587.0
003300,2023,262027026206.0,,,271586663405.0,219421698583.0,188425120196.0,468824111270.0,468824111270.0,298347729332.0,262027026206.0,827725613404.0,52164964822.0
003300,2024,279313951093.0,,,200085523721.0,187670115552.0,207316230465.0,424261829786.0,424261829786.0,273952816837.0,279313951093.0,781887073200.0,12415408169.0
003300,2025,123224218366.0,,,206363646331.0,169809521810.0,582861057963.0,339870826176.0,339870826176.0,265407962752.0,123224218366.0,997194747563.0,36554124521.0
222080,2020,13910777480.0,579917995.0,101300893.0,40709262303.0,13699755016.0,16500000000.0,,29997795520.0,74379428999.0,14591996368.0,-27881633479.0,27009507287.0
222080,2021,16353054298.0,729823597.0,48874569.0,-30783989926.0,35244555477.0,5000000000.0,27540000000.0,71416659580.0,74379428999.0,17131752464.0,29577230581.0,-66028545403.0
222080,2022,7811543178.0,949088729.0,90399794.0,55206583744.0,16078800481.0,5000000000.0,22032000000.0,20268148174.0,103671331736.0,8851031701.0,-56371183562.0,39127783263.0
222080,2023,38942742837.0,1529784586.0,826764012.0,-71592784347.0,12441801742.0,30000000000.0,24786000000.0,17024592425.0,103671331736.0,41299291435.0,-31860739311.0,-84034586089.0
222080,2024,59345580400.0,2564687719.0,2073918255.0,29436933502.0,35408351533.0,45000000000.0,,13500028759.0,131205335523.0,63984186374.0,-72705306764.0,-5971418031.0
222080,2025,33510401320.0,6235502756.0,1654634076.0,101397690254.0,3146423979.0,,,3777521137.0,209198215167.0,41400538152.0,-205420694030.0,98251266275.0
045100,2020,53346881717.0,9460452914.0,563038827.0,74423456858.0,13287623390.0,56460000000.0,,,132395706212.0,63370373458.0,-75935706212.0,61135833468.0
045100,2021,55086701161.0,11282447009.0,585882079.0,-5021025394.0,15354736681.0,3020000000.0,,,132395706212.0,66955030249.0,-129375706212.0,-20375762075.0
045100,2022,75253663052.0,11548093032.0,603913144.0,80766897090.0,32590606223.0,80000000.0,,,117720421084.0,87405669228.0,-117640421084.0,48176290867.0
045100,2023,85109617536.0,11196305731.0,453238359.0,148648860710.0,24248922107.0,,,,201780675605.0,96759161626.0,,124399938603.0
045100,2024,86192413135.0,13122059449.0,384713055.0,97072911622.0,46206263875.0,,,,271641480349.0,99699185639.0,,50866647747.0
045100,2025,53710576617.0,15575102022.0,435569826.0,2350443562.0,47705162425.0,,34000000000.0,24000000000.0,271641480349.0,69721248465.0,-213641480349.0,-45354718863.0
178920,2020,60009434293.0,19741876402.0,1195968221.0,80937950639.0,,24333622416.0,22666600000.0,,75842266612.0,80947278916.0,-28842044196.0,80937950639.0
178920,2021,75857968702.0,20575237679.0,1946086035.0,88555529985.0,32698512517.0,27514317988.0,17333320000.0,,90464359133.0,98379292416.0,-45616721145.0,55857017468.0
178920,2022,52135089760.0,22104711576.0,2346916847.0,17437173940.0,107792826604.0,20182175439.0,73000000000.0,,90464359133.0,76586718183.0,2717816306.0,-90355652664.0
178920,2023,-3937893712.0,26084844151.0,1808545748.0,60012501100.0,52190085705.0,53359127308.0,100050000000.0,,56412206022.0,23955496187.0,96996921286.0,7822415395.0
178920,2024,34931839001.0,28693219272.0,2297508913.0,55132152886.0,13223678694.0,37000000000.0,96125000000.0,,82814739915.0,65922567186.0,50310260085.0,41908474192.0
178920,2025,43038925899.0,29716945965.0,2260419772.0,78271937085.0,3934348300.0,24415463871.0,50200000000.0,,82814739915.0,75016291636.0,-8199276044.0,74337588785.0
112040,2020,-12838601170.0,,,-14884985405.0,873914919.0,,,,42196706547.0,-12838601170.0,,-15758900324.0
112040,2021,97350931326.0,,,94395580798.0,1399645777.0,,,,273726165333.0,97350931326.0,,92995935021.0
112040,2022,-84938285329.0,,,-37019525545.0,4002756389.0,-15999996000.0,123600000000.0,65124974645.0,273726165333.0,-84938285329.0,-101001186688.0,-41022281934.0
112040,2023,-110440776864.0,,,-10289938210.0,6980208455.0,-15022139186.0,-62778342.0,19941321571.0,314809390192.0,-110440776864.0,-309952986149.0,-17270146665.0
112040,2024,7062218897.0,,,-80206752362.0,1513567045.0,,,61553094050.0,314809390192.0,7062218897.0,-253256296142.0,-81720319407.0
112040,2025,10678082423.0,,,64255777601.0,6668390687.0,,,93084055722.0,296472812229.0,10678082423.0,-203388756507.0,57587386914.0
383310,2021,13876915140.0,,,4372030730.0,3663175069.0,2000000000.0,,,26058139082.0,13876915140.0,-24058139082.0,708855661.0
383310,2022,41420546422.0,,,12840688274.0,18705952760.0,,,,9539125990.0,41420546422.0,,-5865264486.0
383310,2023,41780811675.0,,,5440163154.0,19851175963.0,32046000000.0,25000000000.0,,22486793467.0,41780811675.0,34559206533.0,-14411012809.0
383310,2024,24226100708.0,,,58242139624.0,79939945821.0,58000000000.0,54000000000.0,,105596615356.0,24226100708.0,6403384644.0,-21697806197.0
383310,2025,11709586777.0,,,-4869001747.0,35445639285.0,61000000000.0,47500000000.0,,153375117206.0,11709586777.0,-44875117206.0,-40314641032.0
033240,2020,-19315591022.0,,,-25486650795.0,20699442054.0,47736874100.0,15000000000.0,,68068064641.0,-19315591022.0,-5331190541.0,-46186092849.0
033240,2021,16315874373.0,,,38923402729.0,61301932292.0,30698883615.0,,49650000000.0,39912617564.0,16315874373.0,40436266051.0,-22378529563.0
033240,2022,-11740371040.0,,,29559731106.0,96883947859.0,51466335510.0,25279045789.0,12180392350.0,52257741100.0,-11740371040.0,36668032549.0,-67324216753.0
033240,2023,-16355712201.0,,,-58640069294.0,146744985957.0,212299850693.0,89890424863.0,55189503220.0,56116501067.0,-16355712201.0,301263277709.0,-205385055251.0
033240,2024,44961233047.0,,,,66492799986.0,172331245616.0,1700000000.0,40572033675.0,59422291311.0,44961233047.0,155180987980.0,
033240,2025,41997195908.0,,,,118302225663.0,,2729000000.0,0.0,59422291311.0,41997195908.0,-56693291311.0,
086900,2020,-37069534839.0,15208572315.0,3388902793.0,27926685785.0,41143559553.0,102268029093.0,37000000000.0,30000000000.0,43993402714.0,-18472059731.0,125274626379.0,-13216873768.0
086900,2021,34491517174.0,13615100227.0,3456753737.0,19965517783.0,17513581736.0,38589762385.0,72892285.0,29994520647.0,71777113872.0,51563371138.0,-3119938555.0,2451936047.0
086900,2022,46664445394.0,12215167971.0,1959166063.0,26199414180.0,9895369300.0,38000000000.0,-12049920000.0,0.0,71777113872.0,60838779428.0,-45827033872.0,16304044880.0
086900,2023,17322328805.0,11819672319.0,2619529933.0,13521518663.0,7659592872.0,43905257679.0,-5012480000.0,32451340512.0,33246222938.0,31761531057.0,38097895253.0,5861925791.0
086900,2024,20348723000.0,,,36556164000.0,8725950000.0,59306450000.0,20000000000.0,0.0,46168491000.0,20348723000.0,33137959000.0,27830214000.0
086900,2025,17004372389.0,,,61409930215.0,15660765015.0,54620000000.0,18000000000.0,2000000000.0,48894962765.0,17004372389.0,25725037235.0,45749165200.0
041960,2020,-2174864688.0,,,25200456.0,1655702756.0,18390000000.0,2518710000.0,12653004358.0,18878550060.0,-2174864688.0,14683164298.0,-1630502300.0
041960,2021,-5290699078.0,,,-1255928964.0,813434500.0,19500000000.0,4587660000.0,13000000000.0,15048306148.0,-5290699078.0,22039353852.0,-2069363464.0
041960,2022,-3803782875.0,,,-1807819840.0,847710021.0,21500000000.0,3056610000.0,9610145240.0,11991587327.0,-3803782875.0,22175167913.0,-2655529861.0
041960,2023,-6273087670.0,,,-2799881663.0,636783723.0,21100000000.0,4325560000.0,15631424397.0,14819530564.0,-6273087670.0,26237453833.0,-3436665386.0
041960,2024,6192933611.0,,,8846988627.0,1045268384.0,21300000000.0,8896100000.0,12418962344.0,14819530564.0,6192933611.0,27795531780.0,7801720243.0
041960,2025,1960455812.0,,,-621803980.0,3086725895.0,21300000000.0,6810320000.0,12000000000.0,27887540154.0,1960455812.0,12222779846.0,-3708529875.0
006110,2020,7380512541.0,7616686837.0,1122454863.0,11375683521.0,12750803968.0,84318836433.0,58112188118.0,,3797220692.0,16119654241.0,138633803859.0,-1375120447.0
006110,2021,15447143092.0,9161665726.0,1185072686.0,15829600786.0,8618183698.0,92993705452.0,57620835778.0,,4462178525.0,25793881504.0,146152362705.0,7211417088.0
006110,2022,22571051710.0,9275354811.0,571606348.0,-13031681108.0,24097394843.0,165666357797.0,82735708845.0,,4462178525.0,32418012869.0,243939888117.0,-37129075951.0
006110,2023,3770590732.0,9318629181.0,2030705213.0,13798864707.0,76595124267.0,145017930020.0,59508513449.0,10000000000.0,60673606509.0,15119925126.0,153852836960.0,-62796259560.0
006110,2024,-9590561021.0,13554504975.0,3082029269.0,5185925733.0,53538539048.0,67541873338.0,65829390835.0,64274274704.0,60673606509.0,7045973223.0,136971932368.0,-48352613315.0
006110,2025,-17647393573.0,13377704005.0,60881144.0,-4973559699.0,80739434291.0,91626917676.0,102253587436.0,102253587436.0,11200966373.0,-4208808424.0,284933126175.0,-85712993990.0
016380,2020,110778751212.0,,,130038502401.0,65077996464.0,191356974193.0,576350705078.0,110234721036.0,63386346237.0,110778751212.0,814556054070.0,64960505937.0
016380,2021,296911904979.0,,,-47200511321.0,68933461744.0,429561900506.0,578549814974.0,112887970455.0,67869577760.0,296911904979.0,1053130108175.0,-116133973065.0
016380,2022,340351530549.0,,,545736680421.0,31721613137.0,312903876994.0,579433777792.0,115666453249.0,73834542366.0,340351530549.0,934169565669.0,514015067284.0
016380,2023,280410835368.0,,,373772548225.0,44629509793.0,213145444148.0,536629419463.0,118232171843.0,110314482843.0,280410835368.0,757692552611.0,329143038432.0
016380,2024,206016382810.0,,,249276959085.0,69161462046.0,244208444988.0,550012550611.0,121270296234.0,145447181145.0,206016382810.0,770044110688.0,180115497039.0
016380,2025,150747044427.0,,,184037037098.0,61946394974.0,448713701095.0,554565326768.0,124451820181.0,145447181145.0,150747044427.0,982283666899.0,122090642124.0
456160,2024,-10763507974.0,1769234225.0,64335378.0,-7968178406.0,577268910.0,1266000000.0,4065423451.0,7824832081.0,11645762164.0,-8929938371.0,1510493368.0,-8545447316.0
456160,2025,-12202308190.0,1516058964.0,84539122.0,-13921212279.0,311896469.0,1266000000.0,3929776711.0,,10016895064.0,-10601710104.0,-4821118353.0,-14233108748.0
033500,2020,31975546018.0,,,62267928160.0,7428929800.0,60182515716.0,13264000000.0,32865410659.0,23692777205.0,31975546018.0,82619149170.0,54838998360.0
033500,2021,30179089426.0,,,-5617245137.0,4993295579.0,74476730406.0,13528300000.0,12362700000.0,23692777205.0,30179089426.0,76674953201.0,-10610540716.0
033500,2022,15277453449.0,,,9728740563.0,4725132258.0,119109050272.0,1778250000.0,10689528329.0,27146069286.0,15277453449.0,104430759315.0,5003608305.0
033500,2023,37339851391.0,,,64724856446.0,-130177422.0,143740562609.0,0.0,11541619171.0,27146069286.0,37339851391.0,128136112494.0,64594679024.0
033500,2024,,,,67578275983.0,23244075444.0,36060789599.0,0.0,12316500000.0,57391988416.0,,-9014698817.0,44334200539.0
033500,2025,,9714278376.0,154039229.0,84702106506.0,15638870860.0,17350000000.0,,11168086783.0,80845872158.0,,-52327785375.0,69063235646.0
046890,2020,59655030864.0,,,89794563698.0,,,,,44448987452.0,59655030864.0,,89794563698.0
046890,2021,63212273964.0,,,98426554382.0,,,,,86004905754.0,63212273964.0,,98426554382.0
046890,2022,-33437894990.0,,,155677766845.0,,,,,86004905754.0,-33437894990.0,,155677766845.0
046890,2023,-49351836734.0,,,120677731335.0,,,,,102637713916.0,-49351836734.0,,120677731335.0
046890,2024,796674308.0,,,59636226644.0,,113802813293.0,,,102637713916.0,796674308.0,11165099377.0,59636226644.0
046890,2025,-31515946872.0,,,87878642911.0,,85690044564.0,52972809407.0,52972809407.0,77456089039.0,-31515946872.0,114179574339.0,87878642911.0
052020,2020,-15845459425.0,1380628368.0,28051912.0,-10292297264.0,17538669.0,,230620712.0,3514604500.0,28237469556.0,-14436779145.0,-24492244344.0,-10309835933.0
052020,2021,-21529904686.0,1107023292.0,19917146.0,-17148432225.0,16317608.0,,0.0,2515297436.0,28237469556.0,-20402964248.0,-25722172120.0,-17164749833.0
052020,2022,-18910659422.0,1170122420.0,14823468.0,-16084610114.0,187605235.0,,0.0,400000000.0,21862313422.0,-17725713534.0,-21462313422.0,-16272215349.0
052020,2023,-26040976824.0,1051507340.0,7599005.0,-24738000129.0,31315876.0,,,0.0,21862313422.0,-24981870479.0,-21862313422.0,-24769316005.0
052020,2024,-22615554990.0,1201950485.0,9534040.0,-23896720409.0,20699137.0,,,0.0,34668032153.0,-21404070465.0,-34668032153.0,-23917419546.0
052020,2025,-23472593414.0,1903862902.0,8153950.0,-19775092435.0,901064797.0,,,,34668032153.0,-21560576562.0,,-20676157232.0
009410,2020,372766273695.0,,,950765121135.0,136517276114.0,,,2578633957522.0,505636585955.0,372766273695.0,2072997371567.0,814247845021.0
009410,2021,174547312597.0,,,556996312150.0,32903147085.0,,,1812658703020.0,574685030201.0,174547312597.0,1237973672819.0,524093165065.0
009410,2022,91547554846.0,,,-144532290586.0,107896949018.0,,,1619804187140.0,574685030201.0,91547554846.0,1045119156939.0,-252429239604.0
009410,2023,-404531815195.0,,,-302290575812.0,6390366586.0,,,2532646243112.0,329349268044.0,-404531815195.0,2203296975068.0,-308680942398.0
009410,2024,20642182140.0,,,61614346825.0,1667367522.0,,,788057368478.0,344674696792.0,20642182140.0,443382671686.0,59946979303.0
009410,2025,52789167779.0,,,115087827658.0,4142656165.0,,,831656352263.0,383478032241.0,52789167779.0,448178320022.0,110945171493.0
121600,2020,1463818298.0,2420668952.0,160699698.0,8742437700.0,12807720621.0,3000000000.0,3000000000.0,,14125353618.0,4045186948.0,-8125353618.0,-4065282921.0
121600,2021,5721638898.0,2961510521.0,276676412.0,10600692726.0,4319989061.0,8927500000.0,3000000000.0,,17851933727.0,8959825831.0,-5924433727.0,6280703665.0
121600,2022,16822813569.0,3282351108.0,155444207.0,19419372961.0,16795798918.0,3000000000.0,0.0,,31572221638.0,20260608884.0,-28572221638.0,2623574043.0
121600,2023,11892080207.0,756433363.0,171447471.0,9307059393.0,38954325907.0,,0.0,100000000000.0,52544092090.0,12819961041.0,47455907910.0,-29647266514.0
121600,2024,2987662289.0,7023186078.0,321149059.0,24521619455.0,50006912419.0,0.0,,77947494766.0,52544092090.0,10331997426.0,25403402676.0,-25485292964.0
121600,2025,4681087390.0,10693862039.0,455990846.0,16753922734.0,11546260558.0,,,83343523668.0,55326376541.0,15830940275.0,28017147127.0,5207662176.0
060250,2020,39771947852.0,,,59272103399.0,3056701196.0,,,0.0,171772508588.0,39771947852.0,-171772508588.0,56215402203.0
060250,2021,43162129841.0,,,68315120547.0,2085480503.0,5000000000.0,,0.0,192388139210.0,43162129841.0,-187388139210.0,66229640044.0
060250,2022,44208183594.0,,,41376250765.0,4911695875.0,55000000000.0,,,211354133835.0,44208183594.0,-156354133835.0,36464554890.0
060250,2023,41958924937.0,,,63445951814.0,786346304.0,,,,254856080927.0,41958924937.0,,62659605510.0
060250,2024,43781831372.0,,,-61189884982.0,1933532463.0,,,,254856080927.0,43781831372.0,,-63123417445.0
448730,2023,5611737396.0,,,2185794224.0,,,345256152115.0,,31425910054.0,5611737396.0,313830242061.0,2185794224.0
448730,2024,5934214718.0,,,5220583980.0,,349100000000.0,428287328206.0,0.0,39265072087.0,5934214718.0,738122256119.0,5220583980.0
448730,2025,7403212797.0,,,4568844646.0,,,429174009696.0,,32152152927.0,7403212797.0,397021856769.0,4568844646.0
001530,2020,26370789955.0,,,34505038804.0,13127738745.0,288385211956.0,38619262814.0,,33735065850.0,26370789955.0,293269408920.0,21377300059.0
001530,2021,48592979653.0,,,24848897859.0,17227012916.0,339096635001.0,16309031618.0,,52178563184.0,48592979653.0,303227103435.0,7621884943.0
001530,2022,44754402506.0,,,38954775040.0,33102684782.0,592941201544.0,31906592455.0,23710000000.0,52178563184.0,44754402506.0,596379230815.0,5852090258.0
001530,2023,6304538045.0,,,38438794072.0,45699758511.0,417595703669.0,7478124789.0,0.0,47621391004.0,6304538045.0,377452437454.0,-7260964439.0
001530,2024,7810548526.0,,,38587377915.0,32386031132.0,,,25788000000.0,47621391004.0,7810548526.0,-21833391004.0,6201346783.0
001530,2025,-1544756113.0,,,3943698490.0,63489275117.0,,,0.0,46380089468.0,-1544756113.0,-46380089468.0,-59545576627.0
005810,2020,9409005842.0,13632778986.0,101859513.0,-9505578665.0,35317519434.0,111012372240.0,33496850000.0,,34798439082.0,23143644341.0,109710783158.0,-44823098099.0
005810,2021,96828238680.0,11738810873.0,147980650.0,-12568612354.0,52296502529.0,115200000000.0,10034880000.0,,37727631316.0,108715030203.0,87507248684.0,-64865114883.0
005810,2022,80160431979.0,12468421279.0,309301312.0,3474290201.0,8051924435.0,63794683210.0,6878040000.0,,37727631316.0,92938154570.0,32945091894.0,-4577634234.0
005810,2023,67837648307.0,12535189486.0,377583129.0,32657389431.0,24253109894.0,68180440419.0,3229560000.0,,35558050707.0,80750420922.0,35851949712.0,8404279537.0
005810,2024,104749837969.0,13482872655.0,437219953.0,17075002655.0,10519502959.0,62780191548.0,2125000000.0,,35573579959.0,118669930577.0,29331611589.0,6555499696.0
005810,2025,66801089250.0,13872489335.0,426083478.0,,6368950422.0,101370292602.0,1100000000.0,,44932474956.0,81099662063.0,57537817646.0,
058650,2020,13075575150.0,212241938743.0,10732157229.0,,60344921237.0,1372502320995.0,298560478000.0,110000000000.0,270611646570.0,236049671122.0,1510451152425.0,
058650,2021,308204380275.0,138738215584.0,7910768750.0,,101002569206.0,2005542151262.0,196175920356.0,142595390000.0,270611646567.0,454853364609.0,2073701815051.0,
058650,2022,196126337931.0,127105567363.0,6731659961.0,,136346075536.0,2593091518480.0,148916452232.0,236475410480.0,246601872201.0,329963565255.0,2731881508991.0,
058650,2023,200772104770.0,121128022251.0,7385202494.0,,140232589649.0,1814984977985.0,201202491236.0,132007810894.0,263996350558.0,329285329515.0,1884198929557.0,
058650,2024,99186065812.0,130140835215.0,5367647507.0,265245997033.0,202391463805.0,1350979135739.0,212088560000.0,188000000000.0,458439872412.0,234694548534.0,1292627823327.0,62854533228.0
058650,2025,175467417940.0,139167267897.0,8832018806.0,106339159979.0,262543047348.0,1870404828009.0,341741461563.0,835097175003.0,458439872412.0,323466704643.0,2588803592163.0,-156203887369.0
476060,2024,-4797790778.0,,,-7840898678.0,141275900.0,,,,42999509830.0,-4797790778.0,,-7982174578.0
476060,2025,12619100519.0,,,11395049104.0,302903855.0,,,,47045956297.0,12619100519.0,,11092145249.0
336370,2020,30385573962.0,,,-30759347913.0,171932178915.0,58738986631.0,153251508514.0,,305601604636.0,30385573962.0,-93611109491.0,-202691526828.0
336370,2021,2040182326.0,,,-41974380199.0,232035801281.0,140160092743.0,123460692393.0,,305601604636.0,2040182326.0,-41980819500.0,-274010181480.0
336370,2022,-45208869606.0,,,-100411438566.0,339646457250.0,172988185569.0,126856731241.0,,162773470979.0,-45208869606.0,137071445831.0,-440057895816.0
336370,2023,125867418059.0,,,17495147902.0,244583578926.0,,53620509442.0,,162773470979.0,125867418059.0,-109152961537.0,-227088431024.0
336370,2024,-54418745322.0,,,-189961651828.0,257610732440.0,335274065724.0,289242317884.0,4941052606.0,155064993174.0,-54418745322.0,474392443040.0,-447572384268.0
336370,2025,-138394465215.0,,,-18143517375.0,233540778767.0,352566771834.0,439253263278.0,9968712118.0,52052829615.0,-138394465215.0,749735917615.0,-251684296142.0
001510,2023,13097857611.0,19021932350.0,6951080622.0,,2057652104.0,,,7000000000.0,235561865963.0,39070870583.0,-228561865963.0,
001510,2024,-107876388585.0,18487635210.0,6281927676.0,,4972122184.0,,,25000000000.0,226990185141.0,-83106825699.0,-201990185141.0,
001510,2025,7785938575.0,17117885521.0,5350047604.0,,4489231645.0,,,7000000000.0,226990185141.0,30253871700.0,-219990185141.0,
001500,2023,65170508123.0,10555535878.0,5935000835.0,,12413983943.0,603900000000.0,,119863980000.0,930864120107.0,81661044836.0,-207100140107.0,
001500,2024,54691000000.0,12769000000.0,7024000000.0,,17198000000.0,-346290000000.0,,199388000000.0,849706000000.0,74484000000.0,-996608000000.0,
001500,2025,72252000000.0,15316000000.0,9164000000.0,-153613000000.0,7375000000.0,296143000000.0,,80000000000.0,772534000000.0,96732000000.0,-396391000000.0,-160988000000.0
059090,2020,43325596622.0,,,53411656767.0,49361451975.0,52053282389.0,80304379560.0,25000000000.0,150449398934.0,43325596622.0,6908263015.0,4050204792.0
059090,2021,69667993298.0,,,79762640958.0,118045165148.0,91848696614.0,84757854115.0,12500000000.0,180517871638.0,69667993298.0,8588679091.0,-38282524190.0
059090,2022,64273149352.0,,,80429298447.0,51723483609.0,113711385000.0,63871240000.0,29000000000.0,180517871638.0,64273149352.0,26064753362.0,28705814838.0
059090,2023,21111259627.0,,,41646262032.0,47638252669.0,130138650000.0,140439880000.0,19467399924.0,170532361522.0,21111259627.0,119513568402.0,-5991990637.0
059090,2024,94633945006.0,,,120460924494.0,202229964939.0,229434484926.0,161918430345.0,34776012096.0,224894256663.0,94633945006.0,201234670704.0,-81769040445.0
059090,2025,101004245476.0,,,24830688331.0,315582185187.0,427919198302.0,561124313714.0,40353135683.0,308049235584.0,101004245476.0,721347412115.0,-290751496856.0
