date	내용
2024-12-05	마벨 테크놀로지 실적 호조, 美 필라델피아 반도체지수 강세 영향 등에 상승(주도주 : 오로스테크놀로지, 이오테크닉스, 테크윙, 와이씨, 디아이)
2024-12-06	시놉시스(-12.37%) 실적 가이던스 실망, 美 필라델피아 반도체 지수 약세 영향 등에 하락
2024-12-09	中 저가공세에 따른 메모리 반도체 가격 급락 및 정치적 불확실성에 따른 반도체 특별법 우려 등에 하락
2024-12-11	12월 반도체 수출 호조 및 美 마이크론 보조급 지급 확정 소식 등에 상승(주도주 : 한미반도체, 윈팩, 오픈엣지테크놀로지, 오로스테크놀로지)
2024-12-12	美 필라델피아 반도체지수 급등(+2.72%) 등에 상승(주도주 : 와이씨, 피에스케이홀딩스, 이오테크닉스, 테크윙)
2024-12-13	中, 반도체 부품 재고 확보 소식에 상승(주도주 : 오픈엣지테크놀로지, 테크윙, 디아이티, 와이씨)
2024-12-16	美 필라델피아 반도체지수 급등(+3.36%) 등에 상승(주도주 : 오픈엣지테크놀로지, 오로스테크놀로지, 와이씨켐, 디아이티, 제너셈)
2024-12-17	브로드컴 훈풍 지속에 美 필라델피아 반도체 지수 급등, 마이크론테크놀로지 실적 기대감 등에 상승(주도주 : 에스티아이, 이오테크닉스, 큐알티, 피에스케이홀딩스, 오픈엣지테크놀로지)
2024-12-18	HBM 사용처 확대 기대감 및 마이크론 실적 기대감 지속 등에 상승(주도주 : 테크윙, 예스티, 와이씨켐, 아이엠티, 레이저쎌)
2024-12-19	美 필라델피아 반도체 지수 급락, 마이크론 테크놀로지 실적 가이던스 부진 등에 하락
2024-12-20	마이크론테크놀로지(-16.18%) 향후 가이던스 시장 예상치 하회 속 주가 급락 영향 등에 하락
2024-12-23	브로드컴, 삼성전자·SK하이닉스에 HBM4 공급 요청 및 삼성전자·SK하이닉스, 美 보조금 확정 소식 등에 상승(주도주 : 와이씨, 레이저쎌, 디아이, 피에스케이홀딩스)
2024-12-27	산은, 반도체 등 첨단전략산업 분야 육성 목적 3년간 100조원 규모 공급 기대감 및 용인 반도체 국가산단 조기 승인 소식 등에 일부 관련주 상승(주도주 : 디아이, 피에스케이홀딩스, 테크윙, 이오테크닉스)
2025-01-03	美 필라델피아 반도체지수 상승, 엔비디아 훈풍 영향 등에 상승(주도주 : 윈팩, 피에스케이홀딩스, 이오테크닉스, 테크윙, 워트)
2025-01-06	美 필라델피아 반도체 지수 급등(+2.83%) 영향, CES 기대감 부각 등에 상승(주도주 : 오로스테크놀로지, 디아이, SK하이닉스, 피에스케이홀딩스)
2025-01-07	엔비디아, 차세대 GPU에 마이크론 메모리 탑재 소식에 하락
2025-01-08	젠슨 황 CEO, 삼성전자 HBM 긍정적 발언 및 엔비디아 차세대 GPU GDDR7 공급사 삼성전자·SK하이닉스 배제 논란 완화 등에 상승(주도주 : 한미반도체, 와이씨, 오로스테크놀로지, 케이씨텍)
2025-01-09	美 AI칩 수출통제서 한국 등 동맹국 제외 및 최태원-젠슨 황 회동 소식 등에 일부 관련주 상승(주도주 : 와이씨켐, SK하이닉스, 윈팩, 테크윙)
2025-01-13	고용지표 호조 속 Fed 금리 인하 기대감 약화, 美 필라델피아 반도체(-2.42%) 지수 급락 영향 등에 하락
2025-01-16	美 필라델피아 반도체(+2.13%) 지수 급등, TSMC 호실적 발표 등에 상승(주도주 : 디아이티, 아이엠티, SK하이닉스, 큐알티, 디아이)
2025-01-17	SK하이닉스, 오는 2월 10나노급 6세대 D램 세계 최초 양산 소식, TSMC 호실적 영향 및 대규모 설비 투자 계획 등에 상승(주도주 : 아이엠티, 와이씨켐, 피에스케이홀딩스, 에스티아이, 테크윙)
2025-01-20	美 필라델피아 반도체(+2.84%) 지수 급등 영향, 머스크 테슬라 CEO 인텔 인수설 등에 상승(주도주 : 고영, 미래반도체, 레이저쎌)
2025-01-22	美 필라델피아 반도체 지수 강세, 엔비디아 시총 1위 탈환, 트럼프 대통령 5,000달러 규모 AI 인프라 투자 발표 소식 등에 상승(주도주 : 디아이티, 피에스케이홀딩스, 한미반도체, 예스티)
2025-01-31	中 딥시크 쇼크 속 美 AI 인프라 관련주 급락 여파 등에 하락
2025-02-03	中 딥시크 쇼크 지속 및 트럼프 관세 쇼크 여파 등에 하락
2025-02-04	트럼프 대통령, 멕시코·캐나다 관세 조치 1달 유예 소식에 상승(주도주 : 오로스테크놀로지, 워트, 엠케이전자, 와이씨, 제너셈)
2025-02-05	美 필라델피아 반도체(+1.05%) 지수 상승 및 이재용·최태원 회장 올트먼 오픈AI CEO 회동 소식 등에 상승(주도주 : 제우스, 피에스케이홀딩스, 고영, 엠케이전자, 오픈엣지테크놀로지)
2025-02-06	美 빅테크 AI 투자 확대 수혜 기대감, 필라델피아 반도체(+2.31%) 지수 급등 등에 상승(주도주 : 와이씨켐, 예스티, 디아이티, 아이엠티, 케이씨텍)
2025-02-07	엔비디아(+3.08%) 상승 및 오픈AI 美 16개주에 데이터센터 추가 건설 검토 소식, 최태원 회장 차세대 먹거리로 SIC 웨이퍼 사업 관심 등에 상승(주도주 : 윈팩, 와이씨켐, 레이저쎌, 오픈엣지테크놀로지, 테크윙)
2025-02-10	2분기 낸드 가격 반등 및 K칩스법 기대감 지속 등에 상승(주도주 : 아이엠티, 와이씨, 와이씨켐, 디아이, 이오테크닉스)
2025-02-12	美 금리인하 속도 조절 전망 등에 하락
2025-02-13	삼성전자, 파운드리 셧다운 해제 및 과기부, 국산 AI 반도체 글로벌 진출 지원 소식 등에 상승(주도주 : 케이씨텍, 제우스, 오로스테크놀로지, 에스티아이)
2025-02-14	정부, K온디바이스 AI 반도체 1조 투자 소식 등에 상승(주도주 : 엠케이전자, 큐알티, 아이엠티, 제너셈)
2025-02-17	엔비디아, 삼성전자·SK하이닉스 등 메모리반도체 업체와 제2의 HBM 'SOCAMM' 관련 협의 소식에 상승(주도주 : 오픈엣지테크놀로지, 예스티, 디아이, 와이씨, 윈팩)
2025-02-18	K-칩스법 국회 기재위 통과 및 안도 랠리 지속 전망, 하반기 낸드 가격 회복 기대감 등에 상승(주도주 : 제너셈, 고영, 에스티아이, 케이씨텍, 오로스테크놀로지)
2025-02-19	美 필라델피아 반도체(+1.68%) 지수 강세, K칩스법 기재위 통과, 메모리반도체 업황 개선 전망 등에 상승(주도주 : 제너셈, 한미반도체, 이오테크닉스, 디아이, 레이저쎌)
2025-02-20	트럼프 대통령, 자동차·반도체 관세 부과 3월 발표 예고 소식에 하락
2025-02-24	美 경기둔화 우려 속 뉴욕증시 급락 영향 등에 하락
2025-02-25	美 필라델피아 반도체(-2.59%) 지수 급락, 마이크로소프트 데이터센터 임대 축소, 엔비디아 실적 경계감 등에 하락
2025-02-27	엔비디아 실적 호조에도 시간외거래서 하락 영향 등에 하락
2025-02-28	美 엔비디아(-8.48%) 급락 영향 등에 하락
2025-03-04	엔비디아(-8.69%) 급락 속 필라델피아 반도체지수 폭락 등에 하락
2025-03-05	美 필라델피아 반도체(+0.64%) 지수 반등 영향 등에 상승(주도주 : 큐알티, 에스티아이, 제우스, SK하이닉스, 제너셈)
2025-03-06	트럼프 대통령 美 의회서 '반도체법 폐지' 관련 발언, 보조금 지급 무산 우려 지속 등에 하락
2025-03-11	美 대형 기술주 급락 등에 하락
2025-03-12	D램 재고 감소 및 범용 메모리 가격 반등 영향 등에 상승(주도주 : 이오테크닉스, 고영, SK하이닉스, 테크윙)
2025-03-14	메모리 가격 상승 속 업황 개선 기대감 지속 등에 상승(주도주 : 디아이, 오로스테크놀로지, 디아이티, 에스티아이)
2025-03-17	엔비디아 GTC 기대감 및 美 필라델피아 반도체지수(+3.27%) 급등 등에 상승(주도주 : 와이씨, 테크윙, 디아이, 이오테크닉스, 삼성전자)
2025-03-19	엔비디아, AI 칩 로드맵 공개 소식 및 모건스탠리, 삼성전자·SK하이닉스 목표주가 상향 등에 상승(주도주 : 아이엠티, 와이씨, 디아이, 에스티아이, 피에스케이홀딩스)
2025-03-20	美 필라델피아 반도체지수(+0.99%) 상승, 메모리 반도체 업황 개선 전망 등에 상승(주도주 : 이오테크닉스, 아이엠티, 삼성전자, SK하이닉스)
2025-03-21	美 마이크론 실적 호조, 국내 반도체 수출 증가세 지속 등에 일부 관련주 상승(주도주 : 이오테크닉스, SK하이닉스, 삼성전자, 디아이티)
2025-03-24	美 마이크론 테크놀로지(-8.04%) 급락 영향 등에 하락
2025-03-26	2분기 D램 가격 바닥 탈출 전망 등에 상승(주도주 : 디아이티, 아이엠티, 예스티)
2025-03-27	美 필라델피아 반도체지수(-3.27%) 급락 영향 등에 하락
2025-03-28	美 필라델피아 반도체지수(-2.07%) 급락 및 반도체 관세 우려, AI 거품론 부각 등에 하락
2025-03-31	美 필라델피아 반도체지수(-2.95%) 급락 및 공매도 우려 등에 하락
2025-04-01	3월 반도체 수출 호조 등에 상승(주도주 : 디아이, 에스티아이, 피에스케이홀딩스, 테크윙, 윈팩)
2025-04-03	美 상호관세 발표 속 글로벌 무역전쟁 우려 확산 등에 하락
2025-04-04	美 필라델피아 반도체(-9.88%) 지수 폭락 및 트럼프 대통령, 반도체 관세 예고 소식 속 하락
2025-04-07	트럼프, 반도체 개별관세 부과 예고, 美 필라델피아 반도체지수(-7.60%) 폭락 영향 등에 하락
2025-04-08	美 필라델피아 반도체(+2.70%) 지수 반등 영향 및 삼성전자 1분기 잠정실적 선방 등에 일부 관련주 상승(주도주 : 와이씨, 예스티, SK하이닉스, 디아이)
2025-04-09	美 필라델피아 반도체(-3.57%) 지수 급락 영향 및 반도체 공급망 대란 우려 등에 하락
2025-04-10	트럼프 대통령, 중국 제외 국가별 상호관세 90일간 전격 유예 소식 등에 상승(주도주 : 미래반도체, 한화비전, SK하이닉스, 한미반도체)
2025-04-15	정부, 송전선로 지중화 비용 국비 부담 등 반도체 생태계 지원 발표 소식에 상승(주도주 : 와이씨켐, 에스티아이, 아이엠티, 예스티, 엠케이전자)
2025-04-16	美, 엔비디아 'H20 칩' 중국 수출 제한 소식 등에 하락
2025-04-17	TSMC 1분기 호실적 발표 등에 상승(주도주 : 테크윙, 한화비전, 한미반도체, 에스티아이, 제너셈)
2025-04-21	4월 반도체 수출 호조, 올해 메모리 수급 개선 전망, 반도체 관세 완화 기대감 등에 상승(주도주 : 오픈엣지테크놀로지, 와이씨켐)
2025-04-22	엔비디아 주가 100달러선 붕괴 속 필라델피아 반도체지수(-2.10%) 급락 영향 등에 하락
2025-04-23	美/中 무역갈등 완화 기대감 속 필라델피아 반도체지수(+2.14%) 급등 영향 등에 상승(주도주 : 한미반도체, 테크윙, 케이씨텍, 에스티아이)
2025-04-25	美 필라델피아 반도체(+5.63%) 지수 급등 및 이재명 더불어민주당 대선 예비후보, 경기도 반도체 메가 클러스터 공약 등에 상승(주도주 : 미래반도체, 예스티, 한화비전, 오로스테크놀로지)
2025-04-28	모건스탠리, 하반기 메모리 반도체 수요 절벽 가능성 전망 등에 하락
2025-05-02	MS·메타 실적 호조에 따른 AI 기대감 및 반도체 4월 수출 호조 등에 상승(주도주 : SK하이닉스, 고영, 에스티아이, 피에스케이홀딩스, 오로스테크놀로지)
2025-05-08	美, AI 반도체 수출 통제 철회 추진 소식 등에 상승(주도주 : 고영, 와이씨켐, 한화비전, 미래반도체)
2025-05-12	반도체 수출액 증가, 삼성전자·SK하이닉스 D램 가격 인상 및 美/中 무역 협상 기대감 등에 상승(주도주 : 이오테크닉스, 한미반도체, 미래반도체, 디아이, 에스티아이)
2025-05-13	美/中 무역 합의 속 필라델피아 반도체지수(+7.04%) 급등 영향 등에 상승(주도주 : 테크윙, 고영, 한화비전, 이오테크닉스, 케이씨텍)
2025-05-14	엔비디아(+5.63%) 급등 속 필라델피아 반도체지수(+3.15%) 급등 영향 등에 상승(주도주 : 워트, 와이씨켐, 디아이)
2025-05-19	반도체 업황 재둔화 우려, 美 어플라이드 반도체 부문 매출 부진 영향 등에 하락
2025-05-20	젠슨 황 엔비디아 CEO, AI 생태계 확대 언급 소식 등에 상승(주도주 : 디아이티, 아이엠티, 와이씨켐, 오로스테크놀로지)
2025-05-21	5월1~20일 반도체 수출 증가 등에 일부 관련주 상승(주도주 : 와이씨켐, 엠케이전자)
2025-05-22	미국 20년물 입찰 부진 속 美 필라델피아 반도체지수(-1.80%) 약세 등에 하락
2025-05-28	美 필라델피아 반도체지수(+3.38%) 급등 등에 상승(주도주 : 디아이, 윈팩, 레이저쎌, 삼성전자, 오픈엣지테크놀로지)
2025-05-29	엔비디아 1분기 호실적 등에 상승(주도주 : 오로스테크놀로지, 오픈엣지테크놀로지, SK하이닉스, 피에스케이홀딩스, 디아이티)
2025-06-02	5월 반도체 수출 역대 최대 소식 등에 일부 관련주 상승(주도주 : 고영, 레이저쎌, SK하이닉스, 윈팩)
2025-06-04	필라델피아 반도체지수 급등, 새 정부 반도체 산업 지원 기대감 부각 등에 상승(주도주 : 오픈엣지테크놀로지, 디아이, SK하이닉스, 아이엠티)
2025-06-09	하반기 AI 투자 모멘텀 강화 전망 등에 상승(주도주 : 디아이티, SK하이닉스, 디아이, 케이씨텍, 레이저쎌)
2025-06-11	美/中 반도체 갈등 완화 기대감 및 TSMC 5월 매출 호조 등에 상승(주도주 : 디아이, 윈팩, 피에스케이홀딩스, 디아이티, 와이씨)
2025-06-16	美 필라델피아 반도체(-2.61%) 지수 급락 영향 등에 일부 관련주 하락
2025-06-17	美필라델피아 반도체(+3.03%) 지수 급등 및 美상원 반도체 세액공제 확대 추진 소식 등에 상승(주도주 : 와이씨켐, 한화비전, 오픈엣지테크놀로지, 이오테크닉스, 와이씨)
2025-06-23	美 반도체 장비 중국 반입 제한 소식 등에 하락
2025-06-24	중동 지정학적 리스크 완화 및 Fed 조기 금리 인하 기대감 등에 상승(주도주 : SK하이닉스, 디아이티, 케이씨텍, 미래반도체, 윈팩)
2025-06-25	마이크론 테크놀로지(+4.78%) 호실적 기대감 등에 상승(주도주 : 미래반도체, 이오테크닉스, 한미반도체, 윈팩, 에스티아이)
2025-06-26	美 필라델피아반도체지수(+0.95%) 상승 속 마이크론 실적 호조 영향 등에 일부 관련주 상승(주도주 : 미래반도체, 한화비전, 한미반도체, SK하이닉스, 피에스케이홀딩스)
2025-07-03	美 상원 반도체 투자 세액공제 35%로 확대, 필라델피아반도체지수(+1.88%) 상승 영향 등에 상승(주도주 : 미래반도체, 케이씨텍, 피에스케이홀딩스, 이오테크닉스)
2025-07-09	트럼프 행정부, 이르면 이달 반도체 관세 부과 계획 발표 방침 소식 등에 하락
2025-07-10	美 엔비디아(+1.80%), 사상 최초 시가총액 4조 달러 돌파 등에 상승(주도주 : 이오테크닉스, 미래반도체, SK하이닉스, 디아이티, 한화비전)
2025-07-11	美 필라델피아 반도체지수(+0.75%) 상승 영향 및 대만 TSMC, 2분기 역대 최대 분기 매출 달성 등에 상승(주도주 : 이오테크닉스, 마이크로투나노, 디아이티, 예스티, 피에스케이홀딩스)
2025-07-15	美 정부, 엔비디아 AI 칩 H20 中 수출 승인 소식 등에 상승(주도주 : 미래반도체, 레이저쎌, 예스티, 디아이)
2025-07-16	美, 엔비디아 H20 칩 中 수출제한 조치 해제 속 엔비디아(+4.04%) 사상 최고치 경신 등에 일부 관련주 상승(주도주 : 마이크로투나노, 한화비전, 이오테크닉스, 미래반도체)
2025-07-17	골드만삭스, SK하이닉스 '중립' 의견 등에 일부 관련주 하락
2025-07-23	오픈AI-소프트뱅크 공동 추진 5,000억 달러 AI 프로젝트 부진 소식 속 필라델피아 반도체지수(-1.75%) 약세 영향 등에 하락
2025-07-24	美 반도체 관련주 상승 영향 및 SK하이닉스, 2분기 사상 최대 실적 등에 일부 관련주 상승(주도주 : 한화비전, 워트, 마이크로투나노)
2025-07-28	삼성전자, 테슬라와 22.76조원 규모 반도체 위탁생산 공급계약 체결 등에 상승(주도주 : 워트, 에스티아이, 오픈엣지테크놀로지, 케이씨텍)
2025-07-30	삼성전자, 테슬라와 대규모 AI 칩 'A16' 반도체 위탁생산 계약 체결 모멘텀 지속 등에 상승(주도주 : 케이씨텍, 큐알티)
2025-08-01	中 당국, 엔비디아 칩 보안 관련 문제 제기 소식 및 美 필라델피아 반도체지수(-3.10%) 급락 영향 등에 하락
2025-08-05	엔비디아 사상 최고치 경신 속 美 필라델피아 반도체지수 강세 영향 등에 상승(주도주 : 테크윙, 제너셈, 레이저쎌, 엠케이전자, SK하이닉스)
2025-08-06	트럼프 반도체 관세 발표 우려, 美 필라델피아 반도체지수 약세 영향 등에 하락
2025-08-07	삼성전자, 애플 차세대 칩 미국 파운드리 공장서 생산 소식 등에 상승(주도주 : 이오테크닉스, 케이씨텍, 마이크로투나노, 삼성전자, 테크윙)
2025-08-08	美 필라델피아 반도체(+1.50%) 지수 강세, 삼성전자-SK하이닉스, 美 반도체 관세 부과 대상 제외 전망 등에 상승(주도주 : 윈팩, 케이씨텍, 유니테스트, 피에스케이홀딩스, 고영)
2025-08-11	SK하이닉스, HBM 시장 2030년까지 연평균 30% 성장 전망 및 마이크론 테크놀로지 실적 기대감 등에 상승(주도주 : 레이저쎌, 한미반도체, SK하이닉스, 오픈엣지테크놀로지)
2025-08-12	마이크론 테크놀로지(+4.06%) 4분기(6~8월) 실적 가이던스 상향 소식 등에 일부 관련주 상승(주도주 : 오로스테크놀로지, 아이엠티, 와이씨, 워트)
2025-08-13	美 금리 인하 기대감, 美 필라델피아 반도체(+2.99%) 지수 급등 영향 등에 상승(주도주 : 케이씨텍, 오로스테크놀로지, 에스티아이, 디아이)
2025-08-18	트럼프 대통령, 반도체 고율 관세 부과 예고 등에 하락
2025-08-20	'AI 거품론' 제기 속 美 필라델피아 반도체지수 약세 영향 등에 하락
2025-08-21	삼성전자, 엔비디아 HBM4 샘플 합격 소식 및 반도체 수출 호조 등에 일부 관련주 상승(주도주 : 아이엠티, 한화비전, 레이저쎌)
2025-08-22	한미정상회담 기대감 속 조선, 반도체, 원전 등 국내 대표 기업 총수 대거 동행 소식 등에 상승(주도주 : 테크윙, 유니테스트, SK하이닉스, 오픈엣지테크놀로지, 고영)
2025-08-25	금리인하 기대감 속 美 필라델피아 반도체지수(+2.70%) 급등 영향 및 美 엔비디아 실적 기대감 등에 상승(주도주 : 테크윙, 와이씨켐, 고영, 케이씨텍, SK하이닉스)
2025-08-26	한미 반도체 협력 기대감 등에 상승(주도주 : 피에스케이홀딩스, 제우스, 와이씨켐)
2025-08-27	엔비디아 실적 발표 대기 속 美 필라델피아 반도체(+0.90%) 지수 상승 영향 등에 일부 관련주 상승(주도주 : 미래반도체, 디아이티)
2025-08-28	엔비디아 실적 발표 속 등락이 엇갈림
2025-08-29	美 필라델피아 반도체지수(+0.49%) 상승 영향 및 삼성전자, HBM4 개발 순항 기대감 등에 상승(주도주 : 테크윙, 피에스케이홀딩스, 오로스테크놀로지, 미래반도체)
2025-09-01	中 알리바바 AI 칩 개발 및 美 정부, 삼성전자·SK하이닉스 VEU 지위 철회 소식 등에 하락
2025-09-02	삼성전자, 美 테일러 파운드리 공장 투자 본격화 및 美, 중국 장비 반입 금지 조치에 따른 수급 개선 전망 등에 상승(주도주 : 유니테스트, 레이저쎌, 삼성전자, 와이씨켐, 엠케이전자)
2025-09-04	4년 주기의 투자 사이클 도래 분석 등에 상승(주도주 : 디아이, 유니테스트, 피에스케이홀딩스, 와이씨켐, 제너셈)
2025-09-05	美 브로드컴 실적 호조 및 CXL 시장 확대 기대감 등에 상승(주도주 : 큐알티, 예스티, SK하이닉스, 한화비전, 워트)
2025-09-08	'탈엔비디아’ 흐름 가속화에 따른 K반도체 수혜 기대감 등에 상승(주도주 : 유니테스트, 테크윙, 케이씨텍, 와이씨)
2025-09-09	삼성전자·SK하이닉스, 美 마벨 CXL 퀄 통과 소식 등에 상승(주도주 : 마이크로투나노, 디아이티, 유니테스트, 미래반도체)
2025-09-10	美 오라클, 클라우드 성장 전망 속 시간외 폭등 영향 등에 상승(주도주 : 디아이티, 윈팩)
2025-09-11	오라클(+35.95%) 폭등 속 필라델피아 반도체지수(+2.38%) 급등 영향 등에 상승(주도주 : 오로스테크놀로지, 아이엠티, 예스티, 한미반도체)
2025-09-12	마이크론 테크놀로지(+7.55%) 주가 급등 및 SK하이닉스, 세계 최초 HBM4 양산 체제 구축 소식 등에 상승(주도주 : 윈팩, SK하이닉스, 와이씨켐, 마이크로투나노)
2025-09-15	8월 반도체 수출 호조 및 SK하이닉스 3분기 실적 서프라이즈 전망 등에 상승(주도주 : 테크윙, 제너셈, 케이씨텍, 디아이티, 유니테스트)
2025-09-16	범용 메모리 온기 확산에 따른 실적 개선 전망 등에 상승(주도주 : 오로스테크놀로지, SK하이닉스, 윈팩, 이오테크닉스)
2025-09-17	美 트럼프 대통령, '반도체·의약품 관세, 車보다 높은 세율 적용' 시사 발언 등에 하락
2025-09-18	반도체 업황 개선 기대감 지속 등에 상승(주도주 : 와이씨, 제우스, 피에스케이홀딩스, 이오테크닉스, 디아이)
2025-09-22	삼성전자, 엔비디아 HBM3E 품질 테스트 통과 기대감 및 모건스탠리, 한국 반도체 산업 투자의견 상향 조정 소식 등에 상승(주도주 : 윈팩, 큐알티, 테크윙, 마이크로투나노)
2025-09-23	반도체 슈퍼사이클 기대감 지속 등에 일부 관련주 상승(주도주 : 큐알티, 테크윙, 피에스케이홀딩스, 미래반도체)
2025-09-24	마이크론 테크놀로지 호실적 발표 등에 상승(주도주 : 와이씨켐, 오로스테크놀로지, 에스티아이, 유니테스트)
2025-09-26	트럼프, 반도체 수입규제 후속 방안 검토 소식 및 中, HBM 시장 진출 우려 등에 하락
2025-09-29	美 필라델피아 반도체지수(+0.32%) 상승 및 반도체 비중확대 기회 분석 등에 상승(주도주 : 제우스, 와이씨켐, 마이크로투나노, 큐알티, SK하이닉스)
2025-09-30	D램 슈퍼사이클 본격화 기대감 등에 일부 관련주 상승(주도주 : 한미반도체, 유니테스트, 디아이, 오픈엣지테크놀로지)
2025-10-01	엔비디아, 시총 4.5조달러 돌파 및 9월 반도체 수출 역대 최대 기록 경신 소식 등에 상승(주도주 : 디아이, 고영, 와이씨, 아이엠티, 와이씨켐)
2025-10-02	삼성·SK, 오픈AI ‘스타게이트 프로젝트’ 참여 소식 등에 상승(주도주 : 윈팩, SK하이닉스, 큐알티, 디아이티, 마이크로투나노)
2025-10-10	AMD, 오픈AI와 대규모 공급계약 체결 및 美 정부의 엔비디아 칩 UAE 수출 승인 소식 등 미국發 AI 훈풍 속 상승(주도주 : 한미반도체, 엠케이전자, 피에스케이홀딩스, 윈팩, SK하이닉스)
2025-10-13	트럼프 대통령, 중국 고율 관세 부과 예고 속 美 반도체 관련주 약세 영향 등에 일부 관련주 하락
2025-10-15	반도체 업황 호조 지속 전망 등에 상승(주도주 : 한미반도체, 테크윙, 와이씨, 피에스케이홀딩스)
2025-10-20	SK하이닉스 3분기 호실적 전망 및 메모리 산업 장기적 업사이클 진입 기대감 등에 상승(주도주 : 예스티, 디아이, 고영, 한미반도체, 오픈엣지테크놀로지)
2025-10-23	미중 긴장 고조 속 美 반도체 관련주 하락 영향 등에 하락
2025-10-24	미중 정상회담 확정, 필라델피아 반도체지수 급등 및 인텔 3분기 실적 호조 등에 상승(주도주 : 에스티아이, 테크윙, SK하이닉스, 케이씨텍, 미래반도체)
2025-10-27	필라델피아 반도체지수 강세 영향 및 전례 없는 반도체 호황 사이클 진입 분석 등에 상승(주도주 : SK하이닉스, 오픈엣지테크놀로지, 한화비전, 디아이티)
2025-10-29	SK하이닉스 3분기 호실적 및 엔비디아(+4.98%) 상승 영향 등에 상승(주도주 : 마이크로투나노, 유니테스트, SK하이닉스, 제너셈, 디아이티)
2025-10-30	엔비디아 등 美 반도체주 강세 및 삼성전자 HBM3E 엔비디아 납품 공식화 등에 일부 관련주 상승(주도주 : 마이크로투나노, 와이씨, 한미반도체, 삼성전자)
2025-10-31	엔비디아, 최신 GPU 26만장 공급 등 韓 AI 인프라 투자 소식 등에 상승(주도주 : 레이저쎌, 디아이, 와이씨켐, 삼성전자)
2025-11-03	10월 반도체 수출 호조 및 SK하이닉스 급등(+10.91%), 엔비디아 협력 모멘텀 지속 등에 상승(주도주 : 와이씨켐, 예스티, 오픈엣지테크놀로지, 레이저쎌, SK하이닉스)
2025-11-04	내년 D램 공급 부족 전망 속 주요 메모리업체 생산능력 확대 기대감 등에 일부 관련주 상승(주도주 : 이오테크닉스, 디아이티, 오로스테크놀로지, 워트)
2025-11-05	美 AI 기술주 고평가 우려 속 필라델피아 반도체지수(-4.01%) 폭락 영향 등에 하락
2025-11-06	美 필라델피아 반도체지수 반등 영향 등에 상승(주도주 : 고영, 마이크로투나노, 디아이티, 케이씨텍, 제너셈)
2025-11-07	美 고용지표 악화 및 'AI 거품' 우려 재부각 속 필라델피아 반도체지수(-2.39%) 급락 영향 등에 하락
2025-11-11	美 셧다운 종료 기대감 및 엔비디아 목표주가 상향 속 필라델피아 반도체지수(+3.02%) 급등 영향 등에 상승(주도주 : 한화비전, 케이씨텍, 에스티아이, 디아이)
2025-11-13	AMD(+9.00%) 강력한 실적 전망치 발표 및 삼성전자·SK하이닉스, 내년 실적 급등 전망 등에 일부 관련주 상승(주도주 : 디아이, 피에스케이홀딩스, 이오테크닉스, 에스티아이)
2025-11-14	AI 거품론 재부각, 美 12월 금리인하 기대감 약화, 필라델피아 반도체지수(-3.72%) 급락 등에 하락
2025-11-17	삼성전자, 메모리칩 가격 최대 60% 인상 소식 등에 상승(주도주 : 에스티아이, 케이씨텍, 아이엠티, SK하이닉스, 피에스케이홀딩스)
2025-11-18	AI 거품론 지속·Fed 금리인하 기대감 약화, 필라델피아 반도체지수(-1.55%) 약세 영향 등에 하락
2025-11-19	AI 거품론 지속 및 엔비디아 실적 경계감, 필라델피아 반도체지수(-2.31%) 급락 영향 등에 하락
2025-11-20	엔비디아 3분기 실적 호조, AI 거품 우려 완화 등에 상승(주도주 : 레이저쎌, 예스티, 삼성전자, 에스티아이, 미래반도체)
2025-11-21	AI 거품론 재점화 및 필라델피아 반도체지수(-4.77%) 폭락 영향 등에 하락
2025-11-24	美 12월 금리인하 기대감, 트럼프 행정부 'H200' 수출 통제 해제 검토 소식 등에 일부 관련주 상승(주도주 : 고영, 예스티, 에스티아이, 디아이티)
2025-11-25	구글 제미나이 3.0 호평 및 엔비디아의 AI거품론 반박 서한 발송 소식, 필라델피아 반도체지수(+4.63%) 폭등 영향 등에 상승(주도주 : 유니테스트, 큐알티, 엠케이전자, 아이엠티)
2025-11-27	美 12월 금리 인하 기대감 지속 및 AI 관련주 상승, 필라델피아 반도체지수(+2.76%) 급등 영향 등에 상승(주도주 : 테크윙, 제너셈, SK하이닉스, 케이씨텍)
2025-11-28	엔비디아 GPU 및 구글 TPU 상호 보완에 따른 AI 시장 동반 성장 기대감 등에 상승(주도주 : 고영, 제우스, 와이씨, 에스티아이)
2025-12-01	필라델피아 반도체지수(+1.82%) 강세 및 11월 반도체 수출 호조, 日, 포토레지스트 대중 수출 중단에 따른 반사이익 기대감 등에 상승(주도주 : 고영, 이오테크닉스)
2025-12-02	엔비디아(+1.66%), 반도체 설계 SW 시놉시스 투자 및 AI 버블 우려 일부 완화 소식 등에 상승(주도주 : 고영, SK하이닉스, 오픈엣지테크놀로지, 마이크로투나노)
2025-12-03	필라델피아 반도체지수(+1.84%) 강세 영향 및 삼성전자, 내년 엔비디아 소캠2 물량 절반 공급 계획 등에 상승(주도주 : 디아이, 와이씨)
2025-12-04	마이크로소프트, AI 판매 목표치 하향 논란 속 美 대형 기술주 하락 영향 등에 하락
2025-12-05	최태원-손정의 회동에 따른 반도체 투자 확대 기대감 및 반도체 슈퍼사이클 지속 전망 등에 상승(주도주 : 예스티, 와이씨, 에스티아이, 테크윙, 삼성전자)
